review_text,cleaned_text,tokens,stemmed_tokens,final_text
"Pertama kali kesini krn deeptalk sama orang penting

Kebetulan mereka nginep di hotel dafam sebelah warkop ini

Rame bener ya warkopnya 😅 jujur krn sy baru pertama kali ke warkop spt ini

Vibes vintage/calm/retronya cukup berasa

Ada ruang outdoor nya jg jd bs sambil menikmati atmosfer malam hari 😁",pertama kali kesini krn deeptalk sama orang penting kebetulan mereka nginep di hotel dafam sebelah warkop ini rame bener ya warkopnya jujur krn sy baru pertama kali ke warkop spt ini vibes vintagecalmretronya cukup berasa ada ruang outdoor nya jg jd bs sambil menikmati atmosfer malam hari,"['kali', 'kesini', 'krn', 'deeptalk', 'orang', 'nginep', 'hotel', 'dafam', 'sebelah', 'warkop', 'rame', 'bener', 'ya', 'warkopnya', 'jujur', 'krn', 'sy', 'kali', 'warkop', 'spt', 'vibes', 'vintagecalmretronya', 'berasa', 'ruang', 'outdoor', 'nya', 'jg', 'jd', 'bs', 'menikmati', 'atmosfer', 'malam']","['kali', 'kesini', 'krn', 'deeptalk', 'orang', 'nginep', 'hotel', 'dafam', 'belah', 'warkop', 'rame', 'bener', 'ya', 'warkopnya', 'jujur', 'krn', 'sy', 'kali', 'warkop', 'spt', 'vibes', 'vintagecalmretronya', 'asa', 'ruang', 'outdoor', 'nya', 'jg', 'jd', 'bs', 'nikmat', 'atmosfer', 'malam']",kali kesini krn deeptalk orang nginep hotel dafam belah warkop rame bener ya warkopnya jujur krn sy kali warkop spt vibes vintagecalmretronya asa ruang outdoor nya jg jd bs nikmat atmosfer malam
"penasaran soalnya kata orang2 enak kopi nya. DAN enak beneran sih ini. yg melacca oke bgt.
trs tempat nya luas gt buat WFH cocok",penasaran soalnya kata orang enak kopi nya dan enak beneran sih ini yg melacca oke bgt trs tempat nya luas gt buat wfh cocok,"['penasaran', 'orang', 'enak', 'kopi', 'nya', 'enak', 'beneran', 'sih', 'yg', 'melacca', 'oke', 'bgt', 'trs', 'nya', 'luas', 'gt', 'wfh', 'cocok']","['penasaran', 'orang', 'enak', 'kopi', 'nya', 'enak', 'beneran', 'sih', 'yg', 'melacca', 'oke', 'bgt', 'trs', 'nya', 'luas', 'gt', 'wfh', 'cocok']",penasaran orang enak kopi nya enak beneran sih yg melacca oke bgt trs nya luas gt wfh cocok
"Salah satu perkopian yang rasanya juga sesuai dengan definisi kopi. Sumpah kopine wenak….

Untuk susana memang cocok buat nugas dan kerja-kerja perlaptopan, hanya saja ada beberapa oknum mahasiswa yang naruh tasnya di meja kemudian ia ke belakang untuk ngobrol, pas udah ada niat, balik lagi ke mejanya.

Asline ora masalah, cuma kesane kui serakah ngunuuu. Tapi piye maneh namanya juga masih mahasiswa kannnn.

Btw rekomended sih ini.",salah satu perkopian yang rasanya juga sesuai dengan definisi kopi sumpah kopine wenak untuk susana memang cocok buat nugas dan kerjakerja perlaptopan hanya saja ada beberapa oknum mahasiswa yang naruh tasnya di meja kemudian ia ke belakang untuk ngobrol pas udah ada niat balik lagi ke mejanya asline ora masalah cuma kesane kui serakah ngunuuu tapi piye maneh namanya juga masih mahasiswa kannnn btw rekomended sih ini,"['salah', 'perkopian', 'sesuai', 'definisi', 'kopi', 'sumpah', 'kopine', 'wenak', 'susana', 'cocok', 'nugas', 'kerjakerja', 'perlaptopan', 'oknum', 'mahasiswa', 'naruh', 'tasnya', 'meja', 'ngobrol', 'pas', 'udah', 'niat', 'mejanya', 'asline', 'ora', 'kesane', 'kui', 'serakah', 'ngunuuu', 'piye', 'maneh', 'namanya', 'mahasiswa', 'kannnn', 'btw', 'rekomended', 'sih']","['salah', 'kopi', 'sesuai', 'definisi', 'kopi', 'sumpah', 'kopine', 'wenak', 'susana', 'cocok', 'nugas', 'kerjakerja', 'laptop', 'oknum', 'mahasiswa', 'naruh', 'tas', 'meja', 'ngobrol', 'pas', 'udah', 'niat', 'meja', 'asline', 'ora', 'kesane', 'kui', 'serakah', 'ngunuuu', 'piye', 'maneh', 'nama', 'mahasiswa', 'kannnn', 'btw', 'rekomended', 'sih']",salah kopi sesuai definisi kopi sumpah kopine wenak susana cocok nugas kerjakerja laptop oknum mahasiswa naruh tas meja ngobrol pas udah niat meja asline ora kesane kui serakah ngunuuu piye maneh nama mahasiswa kannnn btw rekomended sih
"kopinya oke, pilihannya banyak. paling suka duduk di bawah pohon, adem! recommended untuk yang lagi cari tempat nyaman untuk kerja atau sekadar nongkrong.",kopinya oke pilihannya banyak paling suka duduk di bawah pohon adem recommended untuk yang lagi cari tempat nyaman untuk kerja atau sekadar nongkrong,"['kopinya', 'oke', 'pilihannya', 'suka', 'duduk', 'pohon', 'adem', 'recommended', 'cari', 'nyaman', 'kerja', 'nongkrong']","['kopi', 'oke', 'pilih', 'suka', 'duduk', 'pohon', 'adem', 'recommended', 'cari', 'nyaman', 'kerja', 'nongkrong']",kopi oke pilih suka duduk pohon adem recommended cari nyaman kerja nongkrong
"Overall : 8,5/10
Cafe yang Interiornya KEREN BGT, Bisa bgt buat nongkrong ato ga buat nugas ( Cuma bagian deket jendela blm ada colokannya)

Ada smoking area dibagian belakang jadi santuy bgt buat para smokers. Kopinya juga ENAK! (Tergantung selera masing2 sih wkwk)

Ada kursi tambahan yg cukup banyak, Parkiran lumayan luas dibagian belakang couveenya (ntar ada gang disamping masuk aja), Internetnya oke.

Siang sampe sore biasanya rameebet",overall cafe yang interiornya keren bgt bisa bgt buat nongkrong ato ga buat nugas cuma bagian deket jendela blm ada colokannya ada smoking area dibagian belakang jadi santuy bgt buat para smokers kopinya juga enak tergantung selera masing sih wkwk ada kursi tambahan yg cukup banyak parkiran lumayan luas dibagian belakang couveenya ntar ada gang disamping masuk aja internetnya oke siang sampe sore biasanya rameebet,"['overall', 'cafe', 'interiornya', 'keren', 'bgt', 'bgt', 'nongkrong', 'ato', 'ga', 'nugas', 'deket', 'jendela', 'blm', 'colokannya', 'smoking', 'area', 'dibagian', 'santuy', 'bgt', 'smokers', 'kopinya', 'enak', 'tergantung', 'selera', 'sih', 'wkwk', 'kursi', 'tambahan', 'yg', 'parkiran', 'lumayan', 'luas', 'dibagian', 'couveenya', 'ntar', 'gang', 'disamping', 'masuk', 'aja', 'internetnya', 'oke', 'siang', 'sampe', 'sore', 'rameebet']","['overall', 'cafe', 'interior', 'keren', 'bgt', 'bgt', 'nongkrong', 'ato', 'ga', 'nugas', 'deket', 'jendela', 'blm', 'colok', 'smoking', 'area', 'bagi', 'santuy', 'bgt', 'smokers', 'kopi', 'enak', 'gantung', 'selera', 'sih', 'wkwk', 'kursi', 'tambah', 'yg', 'parkir', 'lumayan', 'luas', 'bagi', 'couveenya', 'ntar', 'gang', 'samping', 'masuk', 'aja', 'internetnya', 'oke', 'siang', 'sampe', 'sore', 'rameebet']",overall cafe interior keren bgt bgt nongkrong ato ga nugas deket jendela blm colok smoking area bagi santuy bgt smokers kopi enak gantung selera sih wkwk kursi tambah yg parkir lumayan luas bagi couveenya ntar gang samping masuk aja internetnya oke siang sampe sore rameebet
"TJAKEP !!!
Kopinya enak banget untuk harga segini, ada juga kopi susu yang khas dari coffee shop ini. Mending milih coffee shop sejenis ini daripada milih coffee shop yang overkill soal teknis bikin kopi yang belum tentu cocok buat semua lidah orang.
Menu non coffee juga enak, kebetulan pesan red velvet yang juga ajib rasanya.
Soal vibe, jawara deh.. konsep minimalis dan juga scandinavian (kyknya) mendukung suasana, awalnya yang aku kirain gabisa nampung orang banyak, eh ternyata bisa.. malah banyak yang nongkrong tapi nggak pakai meja.
Satu yang menurut pribadi agak bertentangan dengan kelestarian alam, yaitu cup plastik..",tjakep kopinya enak banget untuk harga segini ada juga kopi susu yang khas dari coffee shop ini mending milih coffee shop sejenis ini daripada milih coffee shop yang overkill soal teknis bikin kopi yang belum tentu cocok buat semua lidah orang menu non coffee juga enak kebetulan pesan red velvet yang juga ajib rasanya soal vibe jawara deh konsep minimalis dan juga scandinavian kyknya mendukung suasana awalnya yang aku kirain gabisa nampung orang banyak eh ternyata bisa malah banyak yang nongkrong tapi nggak pakai meja satu yang menurut pribadi agak bertentangan dengan kelestarian alam yaitu cup plastik,"['tjakep', 'kopinya', 'enak', 'banget', 'harga', 'segini', 'kopi', 'susu', 'khas', 'coffee', 'shop', 'mending', 'milih', 'coffee', 'shop', 'sejenis', 'milih', 'coffee', 'shop', 'overkill', 'teknis', 'bikin', 'kopi', 'cocok', 'lidah', 'orang', 'menu', 'non', 'coffee', 'enak', 'pesan', 'red', 'velvet', 'ajib', 'vibe', 'jawara', 'deh', 'konsep', 'minimalis', 'scandinavian', 'kyknya', 'mendukung', 'suasana', 'kirain', 'gabisa', 'nampung', 'orang', 'eh', 'nongkrong', 'nggak', 'pakai', 'meja', 'pribadi', 'bertentangan', 'kelestarian', 'alam', 'cup', 'plastik']","['tjakep', 'kopi', 'enak', 'banget', 'harga', 'gin', 'kopi', 'susu', 'khas', 'coffee', 'shop', 'mending', 'milih', 'coffee', 'shop', 'jenis', 'milih', 'coffee', 'shop', 'overkill', 'teknis', 'bikin', 'kopi', 'cocok', 'lidah', 'orang', 'menu', 'non', 'coffee', 'enak', 'pesan', 'red', 'velvet', 'ajib', 'vibe', 'jawara', 'deh', 'konsep', 'minimal', 'scandinavian', 'kyknya', 'dukung', 'suasana', 'kirain', 'gabisa', 'nampung', 'orang', 'eh', 'nongkrong', 'nggak', 'pakai', 'meja', 'pribadi', 'tentang', 'lestari', 'alam', 'cup', 'plastik']",tjakep kopi enak banget harga gin kopi susu khas coffee shop mending milih coffee shop jenis milih coffee shop overkill teknis bikin kopi cocok lidah orang menu non coffee enak pesan red velvet ajib vibe jawara deh konsep minimal scandinavian kyknya dukung suasana kirain gabisa nampung orang eh nongkrong nggak pakai meja pribadi tentang lestari alam cup plastik
"Never failed.
Tapi amaze sama abang parkirnya. Mau kasih kanebo basah d jok motor sebelum kita pakai. Biar ga kepanasan pas kita naik. Baru nemu disini.",never failed tapi amaze sama abang parkirnya mau kasih kanebo basah d jok motor sebelum kita pakai biar ga kepanasan pas kita naik baru nemu disini,"['never', 'failed', 'amaze', 'abang', 'parkirnya', 'kasih', 'kanebo', 'basah', 'jok', 'motor', 'pakai', 'biar', 'ga', 'kepanasan', 'pas', 'nemu']","['never', 'failed', 'amaze', 'abang', 'parkir', 'kasih', 'kanebo', 'basah', 'jok', 'motor', 'pakai', 'biar', 'ga', 'panas', 'pas', 'nemu']",never failed amaze abang parkir kasih kanebo basah jok motor pakai biar ga panas pas nemu
"kesini beli kopi buat take away dengan kondisi keburu². nunggu stengah jam ga dipanggil², ternyata kopi gw diambil orang. pdhl gw belum dipanggil.

sbnrnya sempet liat driver grab ambil pesanan di 2 plastik, isi 2 cup + 1 cup. apakah pesanan dr 1 akun dipisah jd 2 plastik? gw rasa ngga. kayanya itu punya gw, tp masa gua ga dipanggil tp nyegat beliau? lain kali diteliti lg yg ngambil pesanan udh bnr belum. thx.",kesini beli kopi buat take away dengan kondisi keburu nunggu stengah jam ga dipanggil ternyata kopi gw diambil orang pdhl gw belum dipanggil sbnrnya sempet liat driver grab ambil pesanan di plastik isi cup cup apakah pesanan dr akun dipisah jd plastik gw rasa ngga kayanya itu punya gw tp masa gua ga dipanggil tp nyegat beliau lain kali diteliti lg yg ngambil pesanan udh bnr belum thx,"['kesini', 'beli', 'kopi', 'take', 'away', 'kondisi', 'keburu', 'nunggu', 'stengah', 'jam', 'ga', 'dipanggil', 'kopi', 'gw', 'diambil', 'orang', 'pdhl', 'gw', 'dipanggil', 'sbnrnya', 'sempet', 'liat', 'driver', 'grab', 'ambil', 'pesanan', 'plastik', 'isi', 'cup', 'cup', 'pesanan', 'dr', 'akun', 'dipisah', 'jd', 'plastik', 'gw', 'ngga', 'kayanya', 'gw', 'tp', 'gua', 'ga', 'dipanggil', 'tp', 'nyegat', 'beliau', 'kali', 'diteliti', 'lg', 'yg', 'ngambil', 'pesanan', 'udh', 'bnr', 'thx']","['kesini', 'beli', 'kopi', 'take', 'away', 'kondisi', 'keburu', 'nunggu', 'stengah', 'jam', 'ga', 'panggil', 'kopi', 'gw', 'ambil', 'orang', 'pdhl', 'gw', 'panggil', 'sbnrnya', 'sempet', 'liat', 'driver', 'grab', 'ambil', 'pesan', 'plastik', 'isi', 'cup', 'cup', 'pesan', 'dr', 'akun', 'pisah', 'jd', 'plastik', 'gw', 'ngga', 'kaya', 'gw', 'tp', 'gua', 'ga', 'panggil', 'tp', 'nyegat', 'beliau', 'kali', 'teliti', 'lg', 'yg', 'ngambil', 'pesan', 'udh', 'bnr', 'thx']",kesini beli kopi take away kondisi keburu nunggu stengah jam ga panggil kopi gw ambil orang pdhl gw panggil sbnrnya sempet liat driver grab ambil pesan plastik isi cup cup pesan dr akun pisah jd plastik gw ngga kaya gw tp gua ga panggil tp nyegat beliau kali teliti lg yg ngambil pesan udh bnr thx
"Kopi enak creamy berasa banget kopinya, tempat nyaman wifi kenceng tetapi di siang hari sangat rame",kopi enak creamy berasa banget kopinya tempat nyaman wifi kenceng tetapi di siang hari sangat rame,"['kopi', 'enak', 'creamy', 'berasa', 'banget', 'kopinya', 'nyaman', 'wifi', 'kenceng', 'siang', 'rame']","['kopi', 'enak', 'creamy', 'asa', 'banget', 'kopi', 'nyaman', 'wifi', 'kenceng', 'siang', 'rame']",kopi enak creamy asa banget kopi nyaman wifi kenceng siang rame
"Good place coffee shop,staffnya ramah ramah,asikk",good place coffee shopstaffnya ramah ramahasikk,"['good', 'place', 'coffee', 'shopstaffnya', 'ramah', 'ramahasikk']","['good', 'place', 'coffee', 'shopstaffnya', 'ramah', 'ramahasikk']",good place coffee shopstaffnya ramah ramahasikk
"Kalo mau ke sini dan dine in itungannya kaya gacha, kadang sepi, kadang bisa penuh banget. Walau lokasinya udah diperlebar di bagian belakang, namun untuk yang indoor tetap saja super ramai. Saran saya sih datang dari pagi aja. Buat kopinya, salah satu yang terbaik di Jogja. No debat. Namun minusnya adalah tidak adanya menu makanan berat sehingga tidak bisa berlama lama di coffe shop ini. Air mineralnya pun cukup mahal dibandingkan tempat lain.",kalo mau ke sini dan dine in itungannya kaya gacha kadang sepi kadang bisa penuh banget walau lokasinya udah diperlebar di bagian belakang namun untuk yang indoor tetap saja super ramai saran saya sih datang dari pagi aja buat kopinya salah satu yang terbaik di jogja no debat namun minusnya adalah tidak adanya menu makanan berat sehingga tidak bisa berlama lama di coffe shop ini air mineralnya pun cukup mahal dibandingkan tempat lain,"['kalo', 'dine', 'itungannya', 'kaya', 'gacha', 'kadang', 'sepi', 'kadang', 'penuh', 'banget', 'lokasinya', 'udah', 'diperlebar', 'indoor', 'super', 'ramai', 'saran', 'sih', 'pagi', 'aja', 'kopinya', 'salah', 'terbaik', 'jogja', 'debat', 'minusnya', 'menu', 'makanan', 'berat', 'berlama', 'coffe', 'shop', 'air', 'mineralnya', 'mahal', 'dibandingkan']","['kalo', 'dine', 'itungannya', 'kaya', 'gacha', 'kadang', 'sepi', 'kadang', 'penuh', 'banget', 'lokasi', 'udah', 'lebar', 'indoor', 'super', 'ramai', 'saran', 'sih', 'pagi', 'aja', 'kopi', 'salah', 'baik', 'jogja', 'debat', 'minus', 'menu', 'makan', 'berat', 'lama', 'coffe', 'shop', 'air', 'mineral', 'mahal', 'banding']",kalo dine itungannya kaya gacha kadang sepi kadang penuh banget lokasi udah lebar indoor super ramai saran sih pagi aja kopi salah baik jogja debat minus menu makan berat lama coffe shop air mineral mahal banding
"worth it banget sihhh antri lamaaa ga heran, enak bgtt kopinyaaaaa",worth it banget sihhh antri lamaaa ga heran enak bgtt kopinyaaaaa,"['worth', 'banget', 'sihhh', 'antri', 'lamaaa', 'ga', 'heran', 'enak', 'bgtt', 'kopinyaaaaa']","['worth', 'banget', 'sihhh', 'antri', 'lamaaa', 'ga', 'heran', 'enak', 'bgtt', 'kopinyaaaaa']",worth banget sihhh antri lamaaa ga heran enak bgtt kopinyaaaaa
"Mencari tempat buat wfc dan cobain tempat ini.
Tempatnya cozy dan nyaman buat kerja, kopinya juga enak.
Kl suka yg lebih creamy wajib cobain everyday latte dan kl mau yg kopinya lebih nendang, bisa cobain melacca",mencari tempat buat wfc dan cobain tempat ini tempatnya cozy dan nyaman buat kerja kopinya juga enak kl suka yg lebih creamy wajib cobain everyday latte dan kl mau yg kopinya lebih nendang bisa cobain melacca,"['mencari', 'wfc', 'cobain', 'tempatnya', 'cozy', 'nyaman', 'kerja', 'kopinya', 'enak', 'kl', 'suka', 'yg', 'creamy', 'wajib', 'cobain', 'everyday', 'latte', 'kl', 'yg', 'kopinya', 'nendang', 'cobain', 'melacca']","['cari', 'wfc', 'cobain', 'tempat', 'cozy', 'nyaman', 'kerja', 'kopi', 'enak', 'kl', 'suka', 'yg', 'creamy', 'wajib', 'cobain', 'everyday', 'latte', 'kl', 'yg', 'kopi', 'nendang', 'cobain', 'melacca']",cari wfc cobain tempat cozy nyaman kerja kopi enak kl suka yg creamy wajib cobain everyday latte kl yg kopi nendang cobain melacca
"tempat cukup luas di belakang, tukang parkir ramah dan membantu, kopi susu gula aren agak kemanisan. Perlu dikurangi sedikit lagi takaran gulanya. Vibes cukup asyik. Kalo bisa untuk dine in, jangan pakai gelas plastik. Papercup lebih baik.",tempat cukup luas di belakang tukang parkir ramah dan membantu kopi susu gula aren agak kemanisan perlu dikurangi sedikit lagi takaran gulanya vibes cukup asyik kalo bisa untuk dine in jangan pakai gelas plastik papercup lebih baik,"['luas', 'tukang', 'parkir', 'ramah', 'membantu', 'kopi', 'susu', 'gula', 'kemanisan', 'dikurangi', 'takaran', 'gulanya', 'vibes', 'asyik', 'kalo', 'dine', 'pakai', 'gelas', 'plastik', 'papercup']","['luas', 'tukang', 'parkir', 'ramah', 'bantu', 'kopi', 'susu', 'gula', 'manis', 'rang', 'takar', 'gula', 'vibes', 'asyik', 'kalo', 'dine', 'pakai', 'gelas', 'plastik', 'papercup']",luas tukang parkir ramah bantu kopi susu gula manis rang takar gula vibes asyik kalo dine pakai gelas plastik papercup
"Caramel Machiatto nya enak, creamy, cocok utk yg suka kopi tdk strong. Less sugar aja sudah manis apalagi yg normal sugar, mungkin kemanisan.
Yg suka kopi strong rekomen dari baristanya yg Java, enak jg.
Banyak mahasiswa nugas jg, jadi rame.",caramel machiatto nya enak creamy cocok utk yg suka kopi tdk strong less sugar aja sudah manis apalagi yg normal sugar mungkin kemanisan yg suka kopi strong rekomen dari baristanya yg java enak jg banyak mahasiswa nugas jg jadi rame,"['caramel', 'machiatto', 'nya', 'enak', 'creamy', 'cocok', 'utk', 'yg', 'suka', 'kopi', 'tdk', 'strong', 'less', 'sugar', 'aja', 'manis', 'yg', 'normal', 'sugar', 'kemanisan', 'yg', 'suka', 'kopi', 'strong', 'rekomen', 'baristanya', 'yg', 'java', 'enak', 'jg', 'mahasiswa', 'nugas', 'jg', 'rame']","['caramel', 'machiatto', 'nya', 'enak', 'creamy', 'cocok', 'utk', 'yg', 'suka', 'kopi', 'tdk', 'strong', 'less', 'sugar', 'aja', 'manis', 'yg', 'normal', 'sugar', 'manis', 'yg', 'suka', 'kopi', 'strong', 'rekomen', 'baristanya', 'yg', 'java', 'enak', 'jg', 'mahasiswa', 'nugas', 'jg', 'rame']",caramel machiatto nya enak creamy cocok utk yg suka kopi tdk strong less sugar aja manis yg normal sugar manis yg suka kopi strong rekomen baristanya yg java enak jg mahasiswa nugas jg rame
"sering banget jajan disini semua produknya enak, favorit di java & caramel macchiato ❤️ baristanya ramah2 & helpful, pelayanan cepat banget tapi kalo pas lg rame dimohon bersabar 😅 suasana oke bgt buat wfc!",sering banget jajan disini semua produknya enak favorit di java caramel macchiato baristanya ramah helpful pelayanan cepat banget tapi kalo pas lg rame dimohon bersabar suasana oke bgt buat wfc,"['banget', 'jajan', 'produknya', 'enak', 'favorit', 'java', 'caramel', 'macchiato', 'baristanya', 'ramah', 'helpful', 'pelayanan', 'cepat', 'banget', 'kalo', 'pas', 'lg', 'rame', 'dimohon', 'bersabar', 'suasana', 'oke', 'bgt', 'wfc']","['banget', 'jajan', 'produk', 'enak', 'favorit', 'java', 'caramel', 'macchiato', 'baristanya', 'ramah', 'helpful', 'layan', 'cepat', 'banget', 'kalo', 'pas', 'lg', 'rame', 'mohon', 'sabar', 'suasana', 'oke', 'bgt', 'wfc']",banget jajan produk enak favorit java caramel macchiato baristanya ramah helpful layan cepat banget kalo pas lg rame mohon sabar suasana oke bgt wfc
"Lokasi Couvee yang baru lebih luas daripada cabang utama yang ada di Jakal. Parkirannya luas, tempat nongkrongnya pun juga luas. Untuk menu sama saja seperti yang ada di cabang Jakal. Harganya pun sama tidak lebih mahal padahal lokasinya jauh lebih nyaman dan lebih luas. Interiornya juga khas Couvee banget deh. Mau di Jakal atau Seturan, rasa kopinya sama sama enaknya. Sukses terus, Couvee!",lokasi couvee yang baru lebih luas daripada cabang utama yang ada di jakal parkirannya luas tempat nongkrongnya pun juga luas untuk menu sama saja seperti yang ada di cabang jakal harganya pun sama tidak lebih mahal padahal lokasinya jauh lebih nyaman dan lebih luas interiornya juga khas couvee banget deh mau di jakal atau seturan rasa kopinya sama sama enaknya sukses terus couvee,"['lokasi', 'couvee', 'luas', 'cabang', 'utama', 'jakal', 'parkirannya', 'luas', 'nongkrongnya', 'luas', 'menu', 'cabang', 'jakal', 'harganya', 'mahal', 'lokasinya', 'nyaman', 'luas', 'interiornya', 'khas', 'couvee', 'banget', 'deh', 'jakal', 'seturan', 'kopinya', 'enaknya', 'sukses', 'couvee']","['lokasi', 'couvee', 'luas', 'cabang', 'utama', 'jakal', 'parkir', 'luas', 'nongkrongnya', 'luas', 'menu', 'cabang', 'jakal', 'harga', 'mahal', 'lokasi', 'nyaman', 'luas', 'interior', 'khas', 'couvee', 'banget', 'deh', 'jakal', 'tur', 'kopi', 'enak', 'sukses', 'couvee']",lokasi couvee luas cabang utama jakal parkir luas nongkrongnya luas menu cabang jakal harga mahal lokasi nyaman luas interior khas couvee banget deh jakal tur kopi enak sukses couvee
"Pelayanan sangat kurang , pelanggan menunggu setengah jam untuk orderan disaat toko sepi. Ternyata order sudah selesai tetapi nama tidak dipnggil , Cup diletakkan saja di meja pengambilan. 1/5 tidak lagi beli disini",pelayanan sangat kurang pelanggan menunggu setengah jam untuk orderan disaat toko sepi ternyata order sudah selesai tetapi nama tidak dipnggil cup diletakkan saja di meja pengambilan tidak lagi beli disini,"['pelayanan', 'pelanggan', 'menunggu', 'jam', 'orderan', 'disaat', 'toko', 'sepi', 'order', 'selesai', 'nama', 'dipnggil', 'cup', 'diletakkan', 'meja', 'pengambilan', 'beli']","['layan', 'langgan', 'tunggu', 'jam', 'order', 'saat', 'toko', 'sepi', 'order', 'selesai', 'nama', 'dipnggil', 'cup', 'letak', 'meja', 'ambil', 'beli']",layan langgan tunggu jam order saat toko sepi order selesai nama dipnggil cup letak meja ambil beli
Oke tempat bersih terus interiornya juga minimalis. Pelayanan ramah dan cepat. Pilihan menu nya banyak. Sayang parkirnya agak susah kl bawa mobil. Tapi aku suka sih rasa kopi dan aroma kopinya okelah. Lokasi di seturan area rame juga jadi mudah dijangkau. Terimakasih. Semoga membantu 😊😊😊,oke tempat bersih terus interiornya juga minimalis pelayanan ramah dan cepat pilihan menu nya banyak sayang parkirnya agak susah kl bawa mobil tapi aku suka sih rasa kopi dan aroma kopinya okelah lokasi di seturan area rame juga jadi mudah dijangkau terimakasih semoga membantu,"['oke', 'bersih', 'interiornya', 'minimalis', 'pelayanan', 'ramah', 'cepat', 'pilihan', 'menu', 'nya', 'sayang', 'parkirnya', 'susah', 'kl', 'bawa', 'mobil', 'suka', 'sih', 'kopi', 'aroma', 'kopinya', 'okelah', 'lokasi', 'seturan', 'area', 'rame', 'mudah', 'dijangkau', 'terimakasih', 'semoga', 'membantu']","['oke', 'bersih', 'interior', 'minimal', 'layan', 'ramah', 'cepat', 'pilih', 'menu', 'nya', 'sayang', 'parkir', 'susah', 'kl', 'bawa', 'mobil', 'suka', 'sih', 'kopi', 'aroma', 'kopi', 'oke', 'lokasi', 'tur', 'area', 'rame', 'mudah', 'jangkau', 'terimakasih', 'moga', 'bantu']",oke bersih interior minimal layan ramah cepat pilih menu nya sayang parkir susah kl bawa mobil suka sih kopi aroma kopi oke lokasi tur area rame mudah jangkau terimakasih moga bantu
"Tempatnya sangat cozy, cocok utk sekedar chill atau ngerjain tugas etc. Colokan listrik cukup banyak. Utk kopinya juga cukup enak, has a great taste. Harganya pun cocok utk kantong mahasiswa (Minuman termurah dengan harga 15k utk minuman basic). Ada toilet, tp tidak ada musholla. Wifinya oke lah tidak terlalu lelet. Yang paling penting dan beda dengan cafe yg lain, ACnya itu lho , dingin banget. Utk orng yg suka dingin betah bgt duduk disini.",tempatnya sangat cozy cocok utk sekedar chill atau ngerjain tugas etc colokan listrik cukup banyak utk kopinya juga cukup enak has a great taste harganya pun cocok utk kantong mahasiswa minuman termurah dengan harga k utk minuman basic ada toilet tp tidak ada musholla wifinya oke lah tidak terlalu lelet yang paling penting dan beda dengan cafe yg lain acnya itu lho dingin banget utk orng yg suka dingin betah bgt duduk disini,"['tempatnya', 'cozy', 'cocok', 'utk', 'sekedar', 'chill', 'ngerjain', 'tugas', 'etc', 'colokan', 'listrik', 'utk', 'kopinya', 'enak', 'great', 'taste', 'harganya', 'cocok', 'utk', 'kantong', 'mahasiswa', 'minuman', 'termurah', 'harga', 'k', 'utk', 'minuman', 'basic', 'toilet', 'tp', 'musholla', 'wifinya', 'oke', 'lelet', 'beda', 'cafe', 'yg', 'acnya', 'lho', 'dingin', 'banget', 'utk', 'orng', 'yg', 'suka', 'dingin', 'betah', 'bgt', 'duduk']","['tempat', 'cozy', 'cocok', 'utk', 'dar', 'chill', 'ngerjain', 'tugas', 'etc', 'colok', 'listrik', 'utk', 'kopi', 'enak', 'great', 'taste', 'harga', 'cocok', 'utk', 'kantong', 'mahasiswa', 'minum', 'murah', 'harga', 'k', 'utk', 'minum', 'basic', 'toilet', 'tp', 'musholla', 'wifinya', 'oke', 'lelet', 'beda', 'cafe', 'yg', 'acnya', 'lho', 'dingin', 'banget', 'utk', 'orng', 'yg', 'suka', 'dingin', 'betah', 'bgt', 'duduk']",tempat cozy cocok utk dar chill ngerjain tugas etc colok listrik utk kopi enak great taste harga cocok utk kantong mahasiswa minum murah harga k utk minum basic toilet tp musholla wifinya oke lelet beda cafe yg acnya lho dingin banget utk orng yg suka dingin betah bgt duduk
